,WATERHHINVESTMAINT[1],WATERHHINVESTMAINT[5],WATERHHINVESTMAINT[6],WATERHHINVESTMAINT[7],WATERHHINVESTMAINT[8],WATERHHINVESTMAINT[9],WATERHHINVESTMAINT[10],WATERHHINVESTMAINT[11],WATERHHINVESTMAINT[12],WATERHHINVESTMAINT[13],WATERHHINVESTMAINT[14],WATERHHINVESTMAINT[15],WATERHHINVESTMAINT[16],WATERHHINVESTMAINT[17],WATERHHINVESTMAINT[18],WATERHHINVESTMAINT[19],WATERHHINVESTMAINT[20],WATERHHINVESTMAINT[21],WATERHHINVESTMAINT[22],WATERHHINVESTMAINT[23],WATERHHINVESTMAINT[1],WATERHHINVESTMAINT[5],WATERHHINVESTMAINT[6],WATERHHINVESTMAINT[7],WATERHHINVESTMAINT[8],WATERHHINVESTMAINT[9],WATERHHINVESTMAINT[10],WATERHHINVESTMAINT[11],WATERHHINVESTMAINT[12],WATERHHINVESTMAINT[13],WATERHHINVESTMAINT[14],WATERHHINVESTMAINT[15],WATERHHINVESTMAINT[16],WATERHHINVESTMAINT[17],WATERHHINVESTMAINT[18],WATERHHINVESTMAINT[19],WATERHHINVESTMAINT[20],WATERHHINVESTMAINT[21],WATERHHINVESTMAINT[22],WATERHHINVESTMAINT[23]
 2024,          1.308,          1.330,          1.325,          0.880,          1.198,          0.882,          1.327,          1.309,          1.312,          1.312,          1.316,          1.323,          0.863,          1.292,          1.566,          1.327,          1.349,          1.291,          1.276,          1.068,          6.762,          6.816,          6.802,          8.386,          7.243,          8.387,          6.824,          6.766,          6.774,          6.771,          6.782,          6.789,          4.459,          6.954,          6.087,          6.701,          6.643,          6.827,          6.889,          7.568
 2025,          1.357,          1.384,          1.377,          0.800,          1.224,          0.803,          1.382,          1.359,          1.362,          1.361,          1.366,          1.375,          0.789,          1.326,          1.719,          1.383,          1.412,          1.335,          1.314,          1.084,          7.291,          7.358,          7.338,          9.386,          7.884,          9.394,          7.370,          7.296,          7.305,          7.301,          7.313,          7.323,          4.214,          7.563,          6.333,          7.211,          7.132,          7.375,          7.452,          8.233
 2026,          1.396,          1.430,          1.422,          0.704,          1.241,          0.707,          1.408,          1.396,          1.397,          1.397,          1.398,          1.417,          0.820,          1.346,          1.856,          1.428,          1.463,          1.365,          1.337,          1.089,          7.779,          7.879,          7.847,          10.41,          8.508,          10.43,          7.816,          7.781,          7.784,          7.782,          7.785,          7.827,          4.505,          8.147,          6.426,          7.680,          7.576,          7.875,          7.961,          8.818
 2027,          1.443,          1.487,          1.476,          0.596,          1.254,          0.599,          1.456,          1.444,          1.445,          1.445,          1.446,          1.467,          0.847,          1.372,          1.929,          1.477,          1.514,          1.412,          1.382,          1.128,          8.294,          8.436,          8.382,          11.52,          9.177,          11.58,          8.327,          8.296,          8.299,          8.299,          8.304,          8.360,          4.790,          8.778,          6.872,          8.190,          8.080,          8.396,          8.487,          9.382
 2028,          1.492,          1.541,          1.529,          0.472,          1.267,          0.475,          1.504,          1.492,          1.493,          1.493,          1.495,          1.517,          0.878,          1.400,          1.999,          1.528,          1.566,          1.459,          1.428,          1.166,          8.844,          9.026,          8.953,          12.73,          9.893,          12.81,          8.868,          8.845,          8.847,          8.849,          8.855,          8.923,          5.122,          9.427,          7.341,          8.734,          8.617,          8.951,          9.046,          9.982
 2029,          1.545,          1.599,          1.587,          0.332,          1.278,          0.335,          1.556,          1.545,          1.546,          1.547,          1.549,          1.572,          0.913,          1.433,          2.077,          1.583,          1.623,          1.511,          1.478,          1.208,          9.443,          9.652,          9.572,          14.05,          10.67,          14.16,          9.456,          9.442,          9.444,          9.449,          9.456,          9.535,          5.503,          10.10,          7.851,          9.326,          9.202,          9.555,          9.656,          10.64
 2030,          1.599,          1.660,          1.645,          0.175,          1.286,          0.177,          1.609,          1.599,          1.600,          1.601,          1.602,          1.627,          0.949,          1.470,          2.155,          1.638,          1.680,          1.563,          1.529,          1.250,          10.08,          10.32,          10.23,          15.47,          11.51,          15.63,          10.08,          10.08,          10.08,          10.09,          10.09,          10.19,          5.912,          10.82,          8.397,          9.956,          9.825,          10.20,          10.30,          11.33
 2031,          1.654,          1.716,          1.704,          0.000,          1.292,          0.000,          1.663,          1.653,          1.654,          1.655,          1.657,          1.683,          0.985,          1.512,          2.235,          1.694,          1.738,          1.616,          1.580,          1.293,          10.76,          11.01,          10.94,          17.02,          12.40,          17.23,          10.75,          10.76,          10.76,          10.77,          10.78,          10.89,          6.345,          11.57,          8.985,          10.63,          10.50,          10.89,          11.00,          12.07
 2032,          1.709,          1.776,          1.767,          0.000,          1.296,          0.000,          1.718,          1.709,          1.709,          1.711,          1.714,          1.741,          1.023,          1.557,          2.317,          1.752,          1.797,          1.670,          1.633,          1.338,          11.49,          11.85,          11.71,          18.05,          13.37,          18.33,          11.46,          11.49,          11.49,          11.50,          11.52,          11.64,          6.805,          12.39,          9.612,          11.35,          11.21,          11.62,          11.74,          12.87
 2033,          1.767,          1.841,          1.832,          0.000,          1.297,          0.000,          1.776,          1.767,          1.768,          1.770,          1.772,          1.801,          1.060,          1.606,          2.403,          1.812,          1.859,          1.726,          1.688,          1.384,          12.28,          12.71,          12.55,          19.14,          14.42,          19.50,          12.23,          12.27,          12.27,          12.29,          12.31,          12.46,          7.293,          13.26,          10.29,          12.13,          11.98,          12.42,          12.54,          13.73
 2034,          1.827,          1.910,          1.899,          0.000,          1.295,          0.000,          1.836,          1.827,          1.828,          1.830,          1.832,          1.864,          1.098,          1.658,          2.492,          1.873,          1.923,          1.784,          1.744,          1.432,          13.12,          13.63,          13.44,          20.31,          15.54,          20.76,          13.05,          13.11,          13.11,          13.13,          13.15,          13.32,          7.807,          14.18,          11.01,          12.96,          12.80,          13.26,          13.40,          14.64
 2035,          1.888,          1.983,          1.970,          0.000,          1.288,          0.000,          1.897,          1.888,          1.889,          1.891,          1.894,          1.928,          1.138,          1.713,          2.584,          1.937,          1.988,          1.844,          1.802,          1.482,          14.01,          14.62,          14.39,          21.57,          16.74,          22.10,          13.92,          14.00,          13.99,          14.03,          14.05,          14.25,          8.351,          15.16,          11.78,          13.85,          13.67,          14.16,          14.31,          15.61
 2036,          1.952,          2.059,          2.044,          0.000,          1.278,          0.000,          1.961,          1.952,          1.953,          1.955,          1.959,          1.996,          1.178,          1.771,          2.679,          2.003,          2.057,          1.906,          1.863,          1.533,          14.96,          15.68,          15.41,          22.91,          18.04,          23.56,          14.85,          14.95,          14.94,          14.98,          15.00,          15.23,          8.930,          16.22,          12.60,          14.79,          14.61,          15.13,          15.28,          16.65
 2037,          2.019,          2.139,          2.121,          0.000,          1.264,          0.000,          2.028,          2.019,          2.020,          2.023,          2.026,          2.067,          1.221,          1.833,          2.777,          2.072,          2.128,          1.971,          1.926,          1.588,          15.98,          16.83,          16.52,          24.36,          19.45,          25.13,          15.85,          15.97,          15.96,          16.01,          16.03,          16.30,          9.550,          17.35,          13.47,          15.80,          15.61,          16.16,          16.32,          17.76
 2038,          2.090,          2.222,          2.203,          0.000,          1.245,          0.000,          2.098,          2.090,          2.090,          2.093,          2.097,          2.141,          1.266,          1.898,          2.881,          2.145,          2.203,          2.040,          1.993,          1.644,          17.09,          18.07,          17.71,          25.91,          20.97,          26.81,          16.91,          17.07,          17.06,          17.11,          17.14,          17.44,          10.22,          18.56,          14.42,          16.89,          16.69,          17.27,          17.44,          18.96
 2039,          2.162,          2.308,          2.288,          0.000,          1.220,          0.000,          2.170,          2.162,          2.162,          2.166,          2.170,          2.218,          1.313,          1.966,          2.988,          2.220,          2.281,          2.110,          2.061,          1.703,          18.26,          19.40,          19.00,          27.58,          22.62,          28.63,          18.06,          18.25,          18.23,          18.30,          18.33,          18.67,          10.95,          19.86,          15.43,          18.06,          17.84,          18.46,          18.64,          20.23
 2040,          2.237,          2.397,          2.376,          0.000,          1.188,          0.000,          2.244,          2.236,          2.236,          2.241,          2.245,          2.297,          1.362,          2.036,          3.098,          2.296,          2.360,          2.182,          2.131,          1.763,          19.52,          20.84,          20.38,          29.35,          24.40,          30.57,          19.27,          19.50,          19.48,          19.56,          19.59,          19.99,          11.75,          21.24,          16.51,          19.30,          19.07,          19.73,          19.92,          21.59
 2041,          2.313,          2.487,          2.466,          0.000,          1.148,          0.000,          2.321,          2.313,          2.313,          2.318,          2.322,          2.378,          1.414,          2.109,          3.211,          2.375,          2.442,          2.257,          2.204,          1.824,          20.87,          22.39,          21.88,          31.24,          26.32,          32.66,          20.58,          20.84,          20.82,          20.91,          20.95,          21.40,          12.61,          22.73,          17.66,          20.64,          20.39,          21.09,          21.29,          23.04
 2042,          2.391,          2.579,          2.558,          0.000,          1.097,          0.000,          2.399,          2.390,          2.390,          2.396,          2.401,          2.461,          1.466,          2.184,          3.327,          2.455,          2.525,          2.332,          2.277,          1.885,          22.30,          24.05,          23.48,          33.26,          28.39,          34.89,          21.97,          22.28,          22.25,          22.35,          22.40,          22.91,          13.54,          24.31,          18.90,          22.06,          21.80,          22.54,          22.76,          24.60
 2043,          2.469,          2.674,          2.652,          0.000,          1.035,          0.000,          2.478,          2.468,          2.468,          2.474,          2.480,          2.545,          1.521,          2.262,          3.445,          2.537,          2.609,          2.408,          2.351,          1.948,          23.83,          25.81,          25.19,          35.40,          30.61,          37.27,          23.44,          23.80,          23.77,          23.89,          23.94,          24.52,          14.55,          25.98,          20.21,          23.58,          23.30,          24.08,          24.31,          26.25
 2044,          2.550,          2.772,          2.749,          0.000,          0.961,          0.000,          2.560,          2.549,          2.549,          2.555,          2.561,          2.633,          1.576,          2.343,          3.566,          2.620,          2.695,          2.486,          2.427,          2.010,          25.46,          27.69,          27.03,          37.67,          33.01,          39.79,          25.01,          25.42,          25.39,          25.52,          25.58,          26.24,          15.62,          27.77,          21.62,          25.19,          24.90,          25.72,          25.97,          28.00
 2045,          2.632,          2.871,          2.847,          0.000,          0.875,          0.000,          2.643,          2.631,          2.631,          2.638,          2.644,          2.722,          1.633,          2.425,          3.689,          2.705,          2.783,          2.566,          2.505,          2.075,          27.19,          29.69,          28.98,          40.09,          35.58,          42.48,          26.69,          27.15,          27.11,          27.26,          27.33,          28.07,          16.76,          29.67,          23.11,          26.90,          26.59,          27.47,          27.73,          29.87
 2046,          2.717,          2.972,          2.949,          0.000,          0.774,          0.000,          2.728,          2.715,          2.715,          2.723,          2.729,          2.814,          1.692,          2.510,          3.816,          2.792,          2.873,          2.648,          2.585,          2.144,          29.03,          31.81,          31.06,          42.65,          38.35,          45.35,          28.46,          28.98,          28.94,          29.10,          29.18,          30.00,          17.99,          31.69,          24.70,          28.72,          28.40,          29.32,          29.60,          31.84
 2047,          2.802,          3.076,          3.052,          0.000,          0.657,          0.000,          2.814,          2.800,          2.801,          2.809,          2.816,          2.907,          1.752,          2.597,          3.945,          2.881,          2.965,          2.730,          2.666,          2.214,          30.97,          34.10,          33.27,          45.37,          41.30,          48.41,          30.34,          30.92,          30.87,          31.05,          31.14,          32.06,          19.29,          33.84,          26.37,          30.65,          30.30,          31.28,          31.57,          33.92
 2048,          2.890,          3.179,          3.158,          0.000,          0.523,          0.000,          2.901,          2.888,          2.888,          2.897,          2.904,          3.001,          1.814,          2.686,          4.078,          2.971,          3.059,          2.815,          2.749,          2.285,          33.04,          36.53,          35.66,          48.26,          44.48,          51.69,          32.33,          32.98,          32.92,          33.13,          33.22,          34.25,          20.69,          36.12,          28.15,          32.69,          32.33,          33.37,          33.68,          36.14
 2049,          2.978,          3.284,          3.267,          0.000,          0.370,          0.000,          2.991,          2.976,          2.976,          2.986,          2.994,          3.098,          1.876,          2.776,          4.213,          3.063,          3.154,          2.901,          2.832,          2.357,          35.23,          39.13,          38.21,          51.34,          47.91,          55.19,          34.44,          35.17,          35.11,          35.34,          35.44,          36.59,          22.18,          38.53,          30.04,          34.87,          34.48,          35.58,          35.91,          38.50
 2050,          3.070,          3.392,          3.379,          0.000,          0.196,          0.000,          3.083,          3.068,          3.067,          3.077,          3.086,          3.197,          1.940,          2.870,          4.353,          3.158,          3.252,          2.989,          2.918,          2.430,          37.60,          41.93,          40.99,          54.63,          51.62,          58.94,          36.70,          37.52,          37.45,          37.71,          37.83,          39.11,          23.78,          41.12,          32.08,          37.21,          36.80,          37.97,          38.32,          41.02
 2051,          3.162,          3.501,          3.440,          0.000,          0.000,          0.000,          3.176,          3.160,          3.160,          3.170,          3.179,          3.296,               ,               ,          4.495,          3.254,          3.352,          3.078,          3.005,          2.504,          40.13,          44.95,          43.55,          58.13,          56.66,          62.94,          39.13,          40.05,          39.97,          40.25,          40.38,          41.80,               ,               ,          34.27,          39.72,          39.28,          40.52,          40.89,          43.72
 2052,          3.254,          3.610,          3.556,          0.000,          0.000,          0.000,          3.269,          3.252,          3.251,          3.262,          3.271,          3.395,               ,               ,          4.639,          3.349,          3.451,          3.167,          3.090,          2.578,          42.82,          48.17,          46.77,          61.86,          60.37,          67.22,          41.70,          42.73,          42.64,          42.96,          43.09,          44.67,               ,               ,          36.59,          42.39,          41.92,          43.24,          43.63,          46.58
 2053,          3.345,          3.717,          3.662,          0.000,          0.000,          0.000,          3.362,          3.343,          3.342,          3.353,          3.362,          3.492,               ,               ,          4.784,          3.444,          3.550,          3.254,          3.176,          2.650,          45.69,          51.63,          50.08,          65.83,          64.23,          71.79,          44.45,          45.59,          45.49,          45.84,          45.99,          47.73,               ,               ,          39.08,          45.23,          44.74,          46.13,          46.54,          49.63
 2054,          3.436,          3.823,          3.770,          0.000,          0.000,          0.000,          3.455,          3.434,          3.433,          3.445,          3.454,          3.587,               ,               ,          4.930,          3.539,          3.649,          3.342,          3.260,          2.722,          48.77,          55.33,          53.66,          70.08,          68.35,          76.67,          47.38,          48.65,          48.54,          48.93,          49.10,          51.01,               ,               ,          41.75,          48.28,          47.76,          49.23,          49.67,          52.89
 2055,          3.525,          3.926,          3.874,          0.000,          0.000,          0.000,          3.548,          3.523,          3.522,          3.534,          3.544,          3.683,               ,               ,          5.076,          3.632,          3.746,          3.428,          3.343,          2.791,          52.05,          59.30,          57.48,          74.60,          72.75,          81.89,          50.52,          51.93,          51.80,          52.23,          52.43,          54.55,               ,               ,          44.62,          51.54,          50.99,          52.54,          53.01,          56.36
 2056,          3.612,          4.022,          3.974,          0.000,          0.000,          0.000,          3.638,          3.611,          3.611,          3.622,          3.632,          3.771,               ,               ,          5.223,          3.724,          3.842,          3.511,          3.426,          2.858,          55.57,          63.54,          61.57,          79.42,          77.43,          87.47,          53.87,          55.43,          55.29,          55.77,          55.98,          58.30,               ,               ,          47.69,          55.03,          54.45,          56.09,          56.57,          60.06
 2057,          3.696,          4.118,          4.067,          0.000,          0.000,          0.000,          3.727,          3.695,          3.695,          3.706,          3.716,          3.853,               ,               ,          5.371,          3.811,          3.935,          3.591,          3.504,          2.924,          59.32,          68.15,          65.95,          84.55,          82.42,          93.42,          57.44,          59.17,          59.02,          59.54,          59.77,          62.26,               ,               ,          50.99,          58.75,          58.15,          59.87,          60.37,          64.01
 2058,          3.777,          4.210,          4.161,          0.000,          0.000,          0.000,          3.812,          3.777,          3.777,          3.787,          3.798,          3.932,               ,               ,          5.515,          3.897,          4.025,          3.669,          3.580,          2.985,          63.34,          73.07,          70.70,          89.99,          87.71,          99.76,          61.26,          63.18,          63.01,          63.57,          63.82,          66.54,               ,               ,          54.53,          62.74,          62.11,          63.91,          64.44,          68.22
 2059,          3.856,          4.298,          4.248,          0.000,          0.000,          0.000,          3.893,          3.855,          3.855,          3.867,          3.878,          4.012,               ,               ,          5.657,          3.980,          4.112,          3.744,          3.653,          3.048,          67.64,          78.40,          75.76,          95.77,          93.33,          106.5,          65.31,          67.46,          67.27,          67.90,          68.18,          71.15,               ,               ,          58.32,          67.01,          66.34,          68.25,          68.81,          72.77
 2060,          3.933,          4.372,          4.330,          0.000,          0.000,          0.000,          3.972,          3.932,          3.932,          3.943,          3.953,          4.084,               ,               ,          5.802,          4.061,          4.198,          3.816,          3.722,          3.104,          72.27,          84.00,          81.19,          101.9,          99.28,          113.6,          69.64,          72.06,          71.86,          72.55,          72.84,          76.05,               ,               ,          62.39,          71.60,          70.89,          72.90,          73.49,          77.55
 2061,          3.998,          4.435,          4.403,          0.000,          0.000,          0.000,          4.049,          3.997,          3.999,          4.008,          4.019,          4.148,               ,               ,          5.941,          4.130,          4.272,          3.879,          3.781,          3.155,          77.13,          89.99,          86.96,          108.3,          105.6,          121.1,          74.30,          76.91,          76.69,          77.44,          77.78,          81.26,               ,               ,          66.75,          76.44,          75.69,          77.80,          78.42,          82.59
 2062,          4.059,          4.485,          4.459,          0.000,          0.000,          0.000,          4.116,          4.059,          4.061,          4.069,          4.079,          4.200,               ,               ,          6.068,          4.195,          4.341,          3.937,          3.835,          3.204,          82.34,          96.38,          93.09,          115.1,          112.2,          129.0,          79.22,          82.10,          81.86,          82.68,          83.05,          86.79,               ,               ,          71.41,          81.62,          80.84,          83.04,          83.68,          87.99
 2063,          4.111,          4.527,          4.506,          0.000,          0.000,          0.000,          4.176,          4.112,          4.114,          4.121,          4.131,          4.248,               ,               ,          6.187,          4.251,          4.402,          3.986,          3.880,          3.247,          87.89,          103.2,          99.64,          122.3,          119.2,          137.4,          84.47,          87.63,          87.37,          88.26,          88.68,          92.76,               ,               ,          76.41,          87.13,          86.32,          88.62,          89.29,          93.67
 2064,          4.153,          4.570,          4.552,          0.000,          0.000,          0.000,          4.227,          4.154,          4.158,          4.162,          4.171,          4.280,               ,               ,          6.295,          4.297,          4.452,          4.024,          3.915,          3.289,          93.79,          110.3,          106.6,          129.8,          126.5,          146.1,          90.03,          93.52,          93.23,          94.18,          94.66,          99.06,               ,               ,          81.75,          93.00,          92.15,          94.55,          95.25,          99.73
 2065,          4.189,          4.610,          4.590,          0.000,          0.000,          0.000,          4.273,          4.191,          4.196,          4.200,          4.211,          4.327,               ,               ,          6.397,          4.337,          4.496,          4.057,          3.945,          3.330,          100.1,          118.0,          113.9,          137.7,          134.2,          155.3,          96.01,          99.84,          99.54,          100.6,          101.1,          105.8,               ,               ,          87.52,          99.32,          98.44,          100.9,          101.7,          106.2
 2066,          4.241,          4.639,          4.627,          0.000,          0.000,          0.000,          4.308,          4.243,          4.246,          4.251,          4.261,          4.375,               ,               ,          6.524,          4.394,          4.558,          4.104,          3.989,          3.388,          106.8,          126.1,          121.7,          145.9,          142.3,          164.9,          102.3,          106.5,          106.2,          107.2,          107.8,          113.0,               ,               ,          93.61,          105.9,          105.0,          107.6,          108.4,          113.0
 2067,          4.288,          4.643,          4.644,          0.000,          0.000,          0.000,          4.357,          4.290,          4.294,          4.297,          4.308,          4.409,               ,               ,          6.654,          4.445,          4.614,          4.148,          4.029,          3.445,          113.9,          134.7,          130.0,          154.6,          150.8,          175.0,          109.0,          113.5,          113.2,          114.4,          115.0,          120.5,               ,               ,          100.1,          113.0,          112.0,          114.7,          115.5,          120.3
 2068,          4.325,          4.630,          4.642,          0.000,          0.000,          0.000,          4.402,          4.328,          4.334,          4.333,          4.342,          4.423,               ,               ,          6.782,          4.487,          4.662,          4.181,          4.059,          3.488,          121.4,          143.8,          138.7,          163.7,          159.7,          185.6,          116.1,          121.0,          120.7,          121.9,          122.6,          128.4,               ,               ,          107.0,          120.5,          119.5,          122.3,          123.1,          127.9
 2069,          4.363,          4.626,          4.652,          0.000,          0.000,          0.000,          4.456,          4.367,          4.374,          4.371,          4.381,          4.446,               ,               ,          6.906,          4.529,          4.709,          4.216,          4.092,          3.548,          129.7,          153.9,          148.5,          173.3,          169.0,          196.7,          123.8,          129.3,          128.9,          130.3,          131.0,          137.2,               ,               ,          114.5,          128.7,          127.7,          130.6,          131.5,          136.5
 2070,          4.394,          4.611,          4.648,          0.000,          0.000,          0.000,          4.510,          4.399,          4.408,          4.401,          4.408,          4.460,               ,               ,          7.026,          4.564,          4.749,          4.243,          4.115,          3.585,          137.7,          163.8,          157.9,          183.3,          178.9,          208.3,          131.5,          137.3,          136.8,          138.3,          139.1,          145.7,               ,               ,          121.9,          136.7,          135.6,          138.7,          139.6,          144.7
 2071,          4.430,          4.596,          4.647,          0.000,          0.000,          0.000,          4.560,          4.437,          4.447,          4.436,          4.442,          4.478,               ,               ,          7.157,          4.605,          4.795,          4.277,          4.144,          3.632,          146.5,          174.4,          168.2,          193.8,          189.1,          220.5,          139.8,          146.0,          145.6,          147.2,          148.0,          155.1,               ,               ,          130.1,          145.5,          144.4,          147.5,          148.4,          153.7
 2072,          4.446,          4.559,          4.622,          0.000,          0.000,          0.000,          4.598,          4.454,          4.466,          4.451,          4.456,          4.478,               ,               ,          7.256,          4.625,          4.819,          4.290,          4.155,          3.660,          155.6,          185.4,          178.9,          204.8,          199.9,          233.1,          148.5,          155.1,          154.6,          156.3,          157.2,          164.7,               ,               ,          138.6,          154.5,          153.4,          156.6,          157.6,          163.0
 2073,          4.454,          4.510,          4.585,          0.000,          0.000,          0.000,          4.623,          4.463,          4.476,          4.458,          4.461,          4.465,               ,               ,          7.342,          4.637,          4.834,          4.295,          4.158,          3.681,          165.3,          197.1,          190.1,          216.3,          211.2,          246.4,          157.6,          164.8,          164.2,          166.1,          167.0,          174.9,               ,               ,          147.7,          164.2,          163.0,          166.4,          167.3,          172.9
 2074,          4.447,          4.446,          4.533,          0.000,          0.000,          0.000,          4.634,          4.457,          4.472,          4.448,          4.450,          4.437,               ,               ,          7.405,          4.632,          4.832,          4.286,          4.149,          3.688,          175.5,          209.3,          202.0,          228.3,          223.0,          260.2,          167.2,          174.9,          174.3,          176.3,          177.2,          185.7,               ,               ,          157.3,          174.4,          173.1,          176.6,          177.5,          183.3
 2075,          4.426,          4.368,          4.466,          0.000,          0.000,          0.000,          4.632,          4.438,          4.453,          4.426,          4.426,          4.394,               ,               ,          7.446,          4.612,          4.816,          4.263,          4.128,          3.683,          186.2,          222.2,          214.5,          240.8,          235.3,          274.5,          177.3,          185.6,          185.0,          187.1,          188.1,          197.0,               ,               ,          167.5,          185.1,          183.8,          187.3,          188.3,          194.2
